group_name,method_index,snippet_filename,pdf_path,method_on_top,relative_height_top,relative_height_bottom,distance_min_index_max
upload_2006_1425000112102594_manuscript/normal/6:1389,t-test_6:1426,C:\Users\manuel\Desktop\MasterThesis\Code\sv-play\tmp\output\upload\0_2006_1425000112102594_manuscript\0_2006_1425000112102594_manuscript.png,C:\Users\manuel\Desktop\MasterThesis\Code\sv-play\tmp\upload\2006_1425000112102594_manuscript.pdf,0,11.402508551881414,14.652223489167618,37
upload_2006_1425000112102594_manuscript/normal/6:1389,t-test_6:1450,C:\Users\manuel\Desktop\MasterThesis\Code\sv-play\tmp\output\upload\1_2006_1425000112102594_manuscript\1_2006_1425000112102594_manuscript.png,C:\Users\manuel\Desktop\MasterThesis\Code\sv-play\tmp\upload\2006_1425000112102594_manuscript.pdf,0,11.402508551881414,14.652223489167618,61
